country,countrycode2,countrycode3,governingbody,Squad,Gender,Comp,From,To,Comps,Champs,Other Names,clubid
France,fr,FRA,UEFA,Stella Maris Douarnenez,M,"",2017-2018,2018-2019,0,0,"",2eafca3b
France,fr,FRA,UEFA,SU Dives,M,"",2015-2016,2016-2017,0,0,Cabourg Football,64b0854d
France,fr,FRA,UEFA,Sud Nivernais Imphy Decize,M,"",2017-2018,2017-2018,0,0,"",35727fba
France,fr,FRA,UEFA,TA Rennes,M,"",2015-2016,2016-2017,0,0,"",da8d9837
France,fr,FRA,UEFA,Tarbes Pyrénées Football,M,"",2014-2015,2017-2018,0,0,"",bb417eba
France,fr,FRA,UEFA,Toulouse FC,M,Ligue 1,2000-2001,2019-2020,18,0,"",3f8c4b5f
France,fr,FRA,UEFA,Toulouse Rodéo FC,M,"",2014-2015,2016-2017,0,0,"",d692d73b
France,fr,FRA,UEFA,Toulouse Saint Joseph FC,M,"",2015-2016,2015-2016,0,0,"",e17e3b40
France,fr,FRA,UEFA,Tours FC,M,"",2009-2010,2018-2019,9,0,"",c96d05af
France,fr,FRA,UEFA,Trélissac FC,M,"",2014-2015,2015-2016,0,0,"",7f608a0a
France,fr,FRA,UEFA,Troyes AC,M,Ligue 2,1999-2000,2019-2020,16,1,"",54195385
France,fr,FRA,UEFA,TVEC Les Sables-d'Olonne,M,"",2016-2017,2017-2018,0,0,TVEC Les Sables-D'Olonne,fe5528c7
France,fr,FRA,UEFA,UA Niort St Florent,M,"",2016-2017,2016-2017,0,0,"",8727cbe6
France,fr,FRA,UEFA,UF Belleville Saint-Jean D'Ardière,M,"",2016-2017,2016-2017,0,0,"",6e2d0f72
France,fr,FRA,UEFA,UF Mâcon,M,"",2016-2017,2016-2017,0,0,"",b45f9287
France,fr,FRA,UEFA,UJA Maccabi Paris Métropole,M,"",2015-2016,2015-2016,0,0,UJA Maccabi Paris Metropole,6d6dcfdd
France,fr,FRA,UEFA,UL Rombas,M,"",2017-2018,2017-2018,0,0,"",c2850b88
France,fr,FRA,UEFA,UMSF Montélimar,M,"",2015-2016,2018-2019,0,0,"",bac5a014
France,fr,FRA,UEFA,US Alençon,M,"",2016-2017,2016-2017,0,0,"",b7109505
France,fr,FRA,UEFA,US Annecy-le-Vieux,M,"",2018-2019,2018-2019,0,0,"",1e2ef6be
France,fr,FRA,UEFA,US Avize-Grauves,M,"",2018-2019,2018-2019,0,0,"",a5115bfb
France,fr,FRA,UEFA,US Avranches,M,"",2014-2015,2018-2019,0,0,Mont-Saint-Michel,2293229f
France,fr,FRA,UEFA,US Boulogne,M,"",2009-2010,2018-2019,3,0,"Côte d'Opale,US Boulogne",98973a5c
France,fr,FRA,UEFA,US Changé,M,"",2015-2016,2017-2018,0,0,enne,5e944c4c
France,fr,FRA,UEFA,US Chantilly,M,"",2015-2016,2017-2018,0,0,"",b0b9782c
France,fr,FRA,UEFA,US Charitoise Football,M,"",2018-2019,2018-2019,0,0,"",195546c7
France,fr,FRA,UEFA,US Chauny,M,"",2016-2017,2016-2017,0,0,"",b43cc5bd
France,fr,FRA,UEFA,US Chauvigny,M,"",2014-2015,2018-2019,0,0,"",e7d30434
France,fr,FRA,UEFA,US Cheminots Paray,M,"",2018-2019,2018-2019,0,0,"",6072ca11
France,fr,FRA,UEFA,US Choisy-au-Bac,M,"",2017-2018,2017-2018,0,0,"",41c86fd6
France,fr,FRA,UEFA,US Colomiers Football,M,"",2015-2016,2017-2018,0,0,US Colomiers,121dcdda
France,fr,FRA,UEFA,US Concarneau,M,"",2014-2015,2018-2019,0,0,"",4d987358
France,fr,FRA,UEFA,US Créteil-Lusitanos,M,"",2013-2014,2018-2019,3,0,"",8c78c63b
France,fr,FRA,UEFA,US Feillens,M,"",2018-2019,2018-2019,0,0,"",50337c22
France,fr,FRA,UEFA,US Feurs,M,"",2017-2018,2017-2018,0,0,"",10853cf5
France,fr,FRA,UEFA,US Forbach,M,"",2014-2015,2017-2018,0,0,"",bf0a4852
France,fr,FRA,UEFA,US Gieroise,M,"",2015-2016,2015-2016,0,0,"",159f23e2
France,fr,FRA,UEFA,US Granville,M,"",2015-2016,2017-2018,0,0,"",5d0bc197
France,fr,FRA,UEFA,US Gravelines Foot,M,"",2018-2019,2018-2019,0,0,"",a70e4fff
France,fr,FRA,UEFA,US Ittenheim,M,"",2017-2018,2017-2018,0,0,"",992b10e0
France,fr,FRA,UEFA,US La Gacilly,M,"",2015-2016,2015-2016,0,0,"",565ae847
France,fr,FRA,UEFA,US Laon,M,"",2014-2015,2014-2015,0,0,"",4856f563
France,fr,FRA,UEFA,US Lège-Cap-Ferret,M,"",2015-2016,2018-2019,0,0,"",b16b6f8f
France,fr,FRA,UEFA,US Liffré,M,"",2015-2016,2017-2018,0,0,"",0bed5d02
France,fr,FRA,UEFA,US Lillebonne,M,"",2014-2015,2014-2015,0,0,"",e6f31b38
France,fr,FRA,UEFA,US Lormont,M,"",2014-2015,2014-2015,0,0,"",76174677
France,fr,FRA,UEFA,US Lusitanos de Saint-Maur,M,"",2014-2015,2018-2019,0,0,"",95d038b3
France,fr,FRA,UEFA,US Macouria,M,"",2014-2015,2014-2015,0,0,"",6b66b09e
France,fr,FRA,UEFA,US Marignane,M,"",2018-2019,2018-2019,0,0,Marignane Gignac FC,c29fb6f0
France,fr,FRA,UEFA,US Marseille Endoume,M,"",2014-2015,2017-2018,0,0,USM Endoume Catalans,26d18deb
France,fr,FRA,UEFA,US Matoury,M,"",2014-2015,2018-2019,0,0,"",204cd7e7
France,fr,FRA,UEFA,US Maubeuge,M,"",2014-2015,2016-2017,0,0,"",c67e834f
France,fr,FRA,UEFA,US Montagnarde,M,"",2015-2016,2018-2019,0,0,"",e2f6ddd0
France,fr,FRA,UEFA,US Noeux-les-Mines,M,"",2014-2015,2017-2018,0,0,"",32ae5aa8
France,fr,FRA,UEFA,US Nogent,M,"",2018-2019,2018-2019,0,0,"",21793e71
France,fr,FRA,UEFA,US Oberlauterbach-Eberbach,M,"",2016-2017,2016-2017,0,0,"",897890de
France,fr,FRA,UEFA,US Orléans,M,Ligue 2,2014-2015,2019-2020,5,0,"",48dd5b1b
France,fr,FRA,UEFA,US Quevilly-Rouen,M,"",2014-2015,2019-2020,1,0,US Quevilly-Rouen Métropole,34e7850d
France,fr,FRA,UEFA,US Raon-l'Étape,M,"",2015-2016,2018-2019,0,0,US Raon l'Etape,db9f975e
France,fr,FRA,UEFA,US Reipertswiller,M,"",2018-2019,2018-2019,0,0,"",60c910f8
France,fr,FRA,UEFA,US Roye-Noyon,M,"",2016-2017,2016-2017,0,0,Coeur de Picardie,c9678f6c
France,fr,FRA,UEFA,US Rungis,M,"",2017-2018,2017-2018,0,0,"",5839618e
France,fr,FRA,UEFA,US Saint-Berthevin Football,M,"",2014-2015,2014-2015,0,0,"",66579888
France,fr,FRA,UEFA,US Saint-Malo,M,"",2014-2015,2018-2019,0,0,"",040e70e5
France,fr,FRA,UEFA,US Saint-Maximin,M,"",2016-2017,2016-2017,0,0,"",0d49cda3
France,fr,FRA,UEFA,US Saint-Omer,M,"",2014-2015,2018-2019,0,0,"",36acd614
France,fr,FRA,UEFA,US Saint-Sernin-du-Bois,M,"",2016-2017,2016-2017,0,0,"",4c629304
France,fr,FRA,UEFA,US Sainte-Marienne,M,"",2015-2016,2015-2016,0,0,"",e927ded0
France,fr,FRA,UEFA,US Salinière Aigues-Mortes,M,"",2018-2019,2018-2019,0,0,"",ca76324a
France,fr,FRA,UEFA,US Sarre-Union,M,"",2014-2015,2016-2017,0,0,"",3ac615e7
France,fr,FRA,UEFA,US Sénart-Moissy,M,"",2016-2017,2016-2017,0,0,"",5c720efb
France,fr,FRA,UEFA,US St. Sauveur,M,"",2015-2016,2015-2016,0,0,"",f01b6651
France,fr,FRA,UEFA,US Vic Le Comte,M,"",2015-2016,2015-2016,0,0,"",c9a20d40
France,fr,FRA,UEFA,US Vimy,M,"",2015-2016,2018-2019,0,0,"",8a3d84bf
France,fr,FRA,UEFA,USJA Carquefou,M,"",2014-2015,2014-2015,0,0,"",725c1caa
France,fr,FRA,UEFA,USL Dunkerque,M,"",2014-2015,2018-2019,0,0,"",1740a29b
France,fr,FRA,UEFA,USM Saran,M,"",2014-2015,2014-2015,0,0,"",80bfb060
France,fr,FRA,UEFA,USM Senlis,M,"",2017-2018,2017-2018,0,0,"",bdfa5bda
France,fr,FRA,UEFA,USON Mondeville,M,"",2018-2019,2018-2019,0,0,"",dfbc46d5
France,fr,FRA,UEFA,USSA Vertou,M,"",2014-2015,2018-2019,0,0,"",91e68ea5
France,fr,FRA,UEFA,Valenciennes FC,M,Ligue 2,2006-2007,2019-2020,14,0,"",259d3345
France,fr,FRA,UEFA,Vannes OC,M,"",2009-2010,2018-2019,2,0,"",52807106
France,fr,FRA,UEFA,Vendée Fontenay Foot,M,"",2014-2015,2018-2019,0,0,"",5f56a9a6
France,fr,FRA,UEFA,Vendée Luçon Football,M,"",2014-2015,2015-2016,0,0,Vendée Luçon Foot,7150bd35
France,fr,FRA,UEFA,Vendée Poiré-sur-Vie Football,M,"",2014-2015,2018-2019,0,0,"",2b4a0e5e
France,fr,FRA,UEFA,Vierzon Foot 18,M,"",2014-2015,2017-2018,0,0,Vierzon FC,fc2d8fd5
France,fr,FRA,UEFA,Villeneuve-d'Ascq Métropole,M,"",2016-2017,2016-2017,0,0,"",c78ae282
France,fr,FRA,UEFA,Voltigeurs de Châteaubriant,M,"",2014-2015,2015-2016,0,0,"",8acf845e
France,fr,FRA,UEFA,Ytrac Foot,M,"",2016-2017,2016-2017,0,0,"",12bdcd41
France,fr,FRA,UEFA,Yvetot AC,M,"",2015-2016,2015-2016,0,0,"",e3e8ec55
French Guiana,gf,GUF,CONCACAF,AS Etoile de Matoury,M,,2017-2018,2018-2019,0,0,,16d603bf
French Guiana,gf,GUF,CONCACAF,ASC Agouado,M,,2015-2016,2015-2016,0,0,,9e661299
French Guiana,gf,GUF,CONCACAF,EF Iracoubo,M,,2015-2016,2015-2016,0,0,,661e458a
Georgia,ge,GEO,UEFA,FC Chikhura Sachkhere,M,,2013-2014,2019-2020,0,,"",e839c85b
Georgia,ge,GEO,UEFA,FC Dila Gori,M,,2012-2013,2016-2017,0,,"",ae098b55
Georgia,ge,GEO,UEFA,FC Dinamo Batumi,M,,2015-2016,2017-2018,0,,"",840ff2b7
Georgia,ge,GEO,UEFA,FC Dinamo Tbilisi,M,,1999-2000,2019-2020,0,,"",e2fa043d
Georgia,ge,GEO,UEFA,FC Gagra,M,,2011-2012,2011-2012,0,,"",659990fa
Georgia,ge,GEO,UEFA,FC Martve,F,,2017-2018,2018-2019,0,,"",646b9825
Georgia,ge,GEO,UEFA,FC Rustavi,M,,2007-2008,2012-2013,0,,"",5fccdf60
Georgia,ge,GEO,UEFA,FC Saburtalo Tbilisi,M,,2019-2020,2019-2020,0,,FC Saburtalo,672ebb3d
Georgia,ge,GEO,UEFA,FC Samtredia,M,,2016-2017,2018-2019,0,,"",b8b2d55e
Georgia,ge,GEO,UEFA,FC Sioni Bolnisi,M,,2006-2007,2014-2015,0,,"",88ee782c
Georgia,ge,GEO,UEFA,FC Spartaki Tskhinvali,M,,2015-2016,2015-2016,0,,"",e6561daf
Georgia,ge,GEO,UEFA,FC Torpedo Kutaisi,M,,2000-2001,2019-2020,0,,"",231f4a61
Georgia,ge,GEO,UEFA,FC WIT Georgia,M,,2004-2005,2010-2011,0,,"",36257e6e
Georgia,ge,GEO,UEFA,FC Zestafoni,M,,2009-2010,2014-2015,0,,"",c1322cab
Georgia,ge,GEO,UEFA,WFC Nike,F,,2019-2020,2019-2020,0,,"",57010727
Germany,de,GER,UEFA,1. CfR Pforzheim,M,"",2018-2019,2018-2019,0,0,"",cf1eed21
Germany,de,GER,UEFA,1. FC Germania Egestorf/Langreder,M,"",2016-2017,2016-2017,0,0,"",75515a4a
Germany,de,GER,UEFA,1. FC Heidenheim,M,2. Fußball-Bundesliga,2009-2010,2019-2020,11,1,"",18d9d2a7
Germany,de,GER,UEFA,1. FC Heidenheim 1846 U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,4,,"",c0cb86fe
Germany,de,GER,UEFA,1. FC Heidenheim U17,M,"",2017-2018,2018-2019,2,,"",6569155a
Germany,de,GER,UEFA,1. FC Kaiserslautern,M,3. Fußball-Liga,1999-2000,2019-2020,21,1,"",73a27a73
Germany,de,GER,UEFA,1. FC Kaiserslautern U17,M,"",2016-2017,2017-2018,2,,"",f5369b66
Germany,de,GER,UEFA,1. FC Kaiserslautern U19,M,A-Junioren Bundesliga,2016-2017,2019-2020,4,,"",b58231eb
Germany,de,GER,UEFA,1. FC Köln,M,Fußball-Bundesliga,2000-2001,2019-2020,19,3,"",bc357bf7
Germany,de,GER,UEFA,1. FC Köln Frauen,F,Frauen-Bundesliga,2017-2018,2019-2020,2,0,"",88ddc98e
Germany,de,GER,UEFA,1. FC Köln U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,1,"",5b499073
Germany,de,GER,UEFA,1. FC Köln U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,5,,"",7978e9a3
Germany,de,GER,UEFA,1. FC Lok Stendal,M,"",2018-2019,2018-2019,0,0,"",743a93f0
Germany,de,GER,UEFA,1. FC Magdeburg,M,3. Fußball-Liga,2014-2015,2019-2020,5,1,"",e18a73da
Germany,de,GER,UEFA,1. FC Magdeburg U17,M,"",2016-2017,2017-2018,2,,"",0d59f5f5
Germany,de,GER,UEFA,1. FC Magdeburg U19,M,A-Junioren Bundesliga,2018-2019,2019-2020,2,,"",ebf5a2a9
Germany,de,GER,UEFA,1. FC Neubrandenburg 04,M,"",2014-2015,2014-2015,0,0,"",dfc25351
Germany,de,GER,UEFA,1. FC Nürnberg,M,2. Fußball-Bundesliga,2001-2002,2019-2020,19,1,"",6f2c108c
Germany,de,GER,UEFA,1. FC Nürnberg,F,"",2019-2020,2019-2020,0,0,"",b6d83168
Germany,de,GER,UEFA,1. FC Nürnberg U17,M,B-Junioren Bundesliga,2017-2018,2019-2020,3,,"",8724a375
Germany,de,GER,UEFA,1. FC Nürnberg U19,M,"",2015-2016,2018-2019,4,,"",6ed99f94
Germany,de,GER,UEFA,1. FC Rielasingen-Arlen,M,"",2017-2018,2017-2018,0,0,"",01f618d1
Germany,de,GER,UEFA,1. FC Saarbrücken,F,"",2019-2020,2019-2020,0,0,"",7af2ec06
Germany,de,GER,UEFA,1. FC Saarbrücken,M,"",2004-2005,2019-2020,6,0,"",eb4b278c
Germany,de,GER,UEFA,1. FC Saarbrücken U19,M,"",2015-2016,2015-2016,1,,"",13ecb521
Germany,de,GER,UEFA,1. FC Schweinfurt 05,M,"",2017-2018,2018-2019,0,0,"",c4375806
Germany,de,GER,UEFA,1. FC Union Berlin,F,"",2019-2020,2019-2020,0,0,"",31429172
Germany,de,GER,UEFA,1. FC Union Berlin,M,Fußball-Bundesliga,2003-2004,2019-2020,12,0,"",7a41008f
Germany,de,GER,UEFA,1. FC Union Berlin U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,,"",50e620c4
Germany,de,GER,UEFA,1. FC Union Berlin U19,M,A-Junioren Bundesliga,2017-2018,2019-2020,3,,"",5f618561
Germany,de,GER,UEFA,1. FFC 08 Niederkirchen,F,"",2019-2020,2019-2020,0,0,"",d60ee088
Germany,de,GER,UEFA,1. FFC Frankfurt,F,Frauen-Bundesliga,2014-2015,2019-2020,4,0,"",77d2e598
Germany,de,GER,UEFA,1. FFC Turbine Potsdam,F,Frauen-Bundesliga,2016-2017,2019-2020,4,0,"",de550500
Germany,de,GER,UEFA,1. FFV Erfurt,F,"",2019-2020,2019-2020,0,0,"",66060a29
Germany,de,GER,UEFA,1. FSV Mainz 05,M,Fußball-Bundesliga,2003-2004,2019-2020,17,0,"",a224b06a
Germany,de,GER,UEFA,1. FSV Mainz 05 II,M,"",2014-2015,2016-2017,3,0,"",fd7718b7
Germany,de,GER,UEFA,1. FSV Mainz 05 U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,,"",35596f77
Germany,de,GER,UEFA,1. FSV Mainz 05 U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,5,,"",ce4c058d
Germany,de,GER,UEFA,1.FC Mönchengladbach,F,"",2019-2020,2019-2020,0,0,"",5fa36836
Germany,de,GER,UEFA,1.FC Mönchengladbach U17,M,"",2016-2017,2016-2017,1,,"",89b05c5a
Germany,de,GER,UEFA,1.FC Mönchengladbach U19,M,"",2015-2016,2015-2016,1,,"",d127e5eb
Germany,de,GER,UEFA,Alemannia Aachen,M,"",2003-2004,2019-2020,10,0,"",3659060d
Germany,de,GER,UEFA,Alemannia Aachen U17,M,B-Junioren Bundesliga,2017-2018,2019-2020,2,,"",fc4124c9
Germany,de,GER,UEFA,Alemannia Aachen U19,M,A-Junioren Bundesliga,2018-2019,2019-2020,2,,"",0a2bc34c
Germany,de,GER,UEFA,Arminia Bielefeld,M,2. Fußball-Bundesliga,1999-2000,2019-2020,19,1,"",247c4b67
Germany,de,GER,UEFA,Bahlinger SC,M,"",2015-2016,2015-2016,0,0,"",a4134f68
Germany,de,GER,UEFA,Bayer 04 Leverkusen,F,Frauen-Bundesliga,2016-2017,2019-2020,3,0,"",c6d4860a
Germany,de,GER,UEFA,Bayer 04 Leverkusen,M,Fußball-Bundesliga,1999-2000,2019-2020,21,0,"",c7a9f859
Germany,de,GER,UEFA,Bayer 04 Leverkusen U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,,"",45a67fe8
Germany,de,GER,UEFA,Bayer 04 Leverkusen U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,5,,"",ecf53eea
Germany,de,GER,UEFA,Berliner FC Dynamo,M,"",2015-2016,2018-2019,0,0,BFC Dynamo,1bfc385f
Germany,de,GER,UEFA,BFC Preussen,M,"",2016-2017,2016-2017,0,0,BFC Preußen 1894,f6b80d0f
Germany,de,GER,UEFA,Bonner SC,M,"",2017-2018,2017-2018,0,0,"",d6d0a4e1
Germany,de,GER,UEFA,Borussia Dortmund,M,Fußball-Bundesliga,1999-2000,2019-2020,21,3,"",add600ae
Germany,de,GER,UEFA,Borussia Dortmund II,M,"",2009-2010,2014-2015,4,0,"",40347053
Germany,de,GER,UEFA,Borussia Mönchengladbach,M,Fußball-Bundesliga,2001-2002,2019-2020,19,1,"",32f3ee20
Germany,de,GER,UEFA,Borussia Mönchengladbach,F,"",2016-2017,2019-2020,2,0,"",cbefe26c
Germany,de,GER,UEFA,Borussia Mönchengladbach U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,,"",50eaaf29
Germany,de,GER,UEFA,Borussia Mönchengladbach U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,5,,"",df6f068b
Germany,de,GER,UEFA,Bremer SV,M,"",2014-2015,2016-2017,0,0,"",d2727b1d
Germany,de,GER,UEFA,BSC Hastedt,M,"",2018-2019,2018-2019,0,0,"",eb36bfaf
Germany,de,GER,UEFA,BSG Chemie Leipzig,M,"",2018-2019,2018-2019,0,0,"",ab817d18
Germany,de,GER,UEFA,BSV Schwarz-Weiß Rehden,M,"",2014-2015,2014-2015,0,0,"",b6502c90
Germany,de,GER,UEFA,BV Borussia 09 Dortmund U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,1,"",6c254a38
Germany,de,GER,UEFA,BV Borussia 09 Dortmund U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,5,3,"",d943111d
Germany,de,GER,UEFA,BV Borussia Bocholt,F,"",2019-2020,2019-2020,0,0,"",7ee8b384
Germany,de,GER,UEFA,BV Cloppenburg,F,"",2019-2020,2019-2020,0,0,"",a770626b
Germany,de,GER,UEFA,Chemnitzer FC,M,3. Fußball-Liga,2011-2012,2019-2020,8,0,"",707b3614
Germany,de,GER,UEFA,Chemnitzer FC U17,M,B-Junioren Bundesliga,2018-2019,2019-2020,2,,"",e76a63dd
Germany,de,GER,UEFA,Chemnitzer FC U19,M,A-Junioren Bundesliga,2017-2018,2019-2020,2,,"",fc4bf6b5
Germany,de,GER,UEFA,DJK Arminia Klosterhardt U19,M,"",2017-2018,2017-2018,1,,"",64ee4f5e
Germany,de,GER,UEFA,DSC Arminia Bielefeld,F,"",2019-2020,2019-2020,0,0,"",62838af6
Germany,de,GER,UEFA,DSC Arminia Bielefeld U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,,"",b76f6237
Germany,de,GER,UEFA,DSC Arminia Bielefeld U19,M,A-Junioren Bundesliga,2016-2017,2019-2020,3,,"",6d14c1f7
Germany,de,GER,UEFA,Dynamo Dresden,M,2. Fußball-Bundesliga,2004-2005,2019-2020,13,1,"",ac36c181
Germany,de,GER,UEFA,Eimsbütteler TV U17,M,"",2017-2018,2017-2018,1,,"",4b8fcb92
Germany,de,GER,UEFA,Eintracht Braunschweig,M,3. Fußball-Liga,2005-2006,2019-2020,13,1,"",8107958d
Germany,de,GER,UEFA,Eintracht Braunschweig,F,"",2019-2020,2019-2020,0,0,"",eec82247
Germany,de,GER,UEFA,Eintracht Braunschweig U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,3,,"",b2a8da6b
Germany,de,GER,UEFA,Eintracht Braunschweig U19,M,"",2015-2016,2017-2018,3,,"",f1161405
Germany,de,GER,UEFA,Eintracht Frankfurt,F,"",2019-2020,2019-2020,0,0,"",97b7c0e8
Germany,de,GER,UEFA,Eintracht Frankfurt,M,Fußball-Bundesliga,1999-2000,2019-2020,19,0,"",f0ac8ee6
Germany,de,GER,UEFA,Eintracht Frankfurt U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,,"",34640cc6
Germany,de,GER,UEFA,Eintracht Frankfurt U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,5,,"",7cc68edf
Germany,de,GER,UEFA,FC 08 Homburg,M,"",2014-2015,2016-2017,0,0,"",89a86c55
Germany,de,GER,UEFA,FC 08 Villingen,M,"",2016-2017,2019-2020,0,0,"",f554f7de
Germany,de,GER,UEFA,FC Astoria Walldorf,M,"",2014-2015,2016-2017,0,0,"",7d5a4a78
Germany,de,GER,UEFA,FC Augsburg,M,Fußball-Bundesliga,2006-2007,2019-2020,14,0,"",0cdc4311
Germany,de,GER,UEFA,FC Augsburg U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,,"",bf9fcad9
Germany,de,GER,UEFA,FC Augsburg U19,M,A-Junioren Bundesliga,2016-2017,2019-2020,4,,"",41d91186
Germany,de,GER,UEFA,FC Bayern München U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,1,"",8b10a09d
Germany,de,GER,UEFA,FC Bayern München U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,5,,"",a4a1c462
Germany,de,GER,UEFA,FC Bayern Munich,M,Fußball-Bundesliga,1999-2000,2019-2020,21,14,"",054efa67
Germany,de,GER,UEFA,FC Bayern Munich II,M,3. Fußball-Liga,2009-2010,2019-2020,3,0,FC Bayern München II,9133b975
Germany,de,GER,UEFA,FC Bayern Munich Women,F,Frauen-Bundesliga,2015-2016,2019-2020,4,0,"",51ec22be
Germany,de,GER,UEFA,FC Carl Zeiss Jena,M,3. Fußball-Liga,2006-2007,2019-2020,8,0,"",b49d1b16
Germany,de,GER,UEFA,FC Carl Zeiss Jena U17,M,B-Junioren Bundesliga,2019-2020,2019-2020,1,,"",a55b20b2
Germany,de,GER,UEFA,FC Carl Zeiss Jena U19,M,"",2015-2016,2018-2019,3,,"",3c042330
Germany,de,GER,UEFA,FC Eintracht Norderstedt 03,M,"",2016-2017,2017-2018,0,0,"",b404f71e
Germany,de,GER,UEFA,FC Energie Cottbus,M,"",2000-2001,2019-2020,17,0,"",7675ab36
Germany,de,GER,UEFA,FC Energie Cottbus U17,M,B-Junioren Bundesliga,2017-2018,2019-2020,3,,"",aa20a5e5
Germany,de,GER,UEFA,FC Energie Cottbus U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,3,,"",263c3bad
Germany,de,GER,UEFA,FC Erzgebirge Aue,M,2. Fußball-Bundesliga,2003-2004,2019-2020,16,0,"",6724656e
Germany,de,GER,UEFA,FC Forstern,F,"",2019-2020,2019-2020,0,0,"",d9647eb7
Germany,de,GER,UEFA,FC Hansa Rostock,M,3. Fußball-Liga,1999-2000,2019-2020,21,0,"",bc31a6e4
Germany,de,GER,UEFA,FC Hansa Rostock U17,M,"",2016-2017,2016-2017,1,,"",77bbd37d
Germany,de,GER,UEFA,FC Ingolstadt 04,M,3. Fußball-Liga,2008-2009,2019-2020,12,1,"",12eb2039
Germany,de,GER,UEFA,FC Ingolstadt 04,F,"",2019-2020,2019-2020,0,0,"",5c9a9164
Germany,de,GER,UEFA,FC Ingolstadt U17,M,"",2018-2019,2018-2019,1,,"",391bc1a3
Germany,de,GER,UEFA,FC Ingolstadt U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,4,,"",32f8bc7d
Germany,de,GER,UEFA,FC Nöttingen,M,"",2015-2016,2017-2018,0,0,"",f520dfc3
Germany,de,GER,UEFA,FC Oberneuland,M,"",2019-2020,2019-2020,0,0,"",8e55bf2c
Germany,de,GER,UEFA,FC Rot-Weiß Erfurt,M,"",2004-2005,2017-2018,10,0,"",93c4ce7b
Germany,de,GER,UEFA,FC Rot-Weiß Erfurt U19,M,"",2015-2016,2015-2016,1,,"",3b10a9c7
Germany,de,GER,UEFA,FC Schalke 04,M,Fußball-Bundesliga,1999-2000,2019-2020,21,0,"",c539e393
Germany,de,GER,UEFA,FC Schalke 04 U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,,"",04bf3c00
Germany,de,GER,UEFA,FC Schalke 04 U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,5,,"",01ef4cf1
Germany,de,GER,UEFA,FC St. Pauli,M,2. Fußball-Bundesliga,2001-2002,2019-2020,14,0,"",54864664
Germany,de,GER,UEFA,FC St. Pauli 1910 U17,M,B-Junioren Bundesliga,2016-2017,2019-2020,4,,"",d9dd39c9
Germany,de,GER,UEFA,FC St. Pauli 1910 U19,M,A-Junioren Bundesliga,2015-2016,2019-2020,5,,"",22c72f0b
Germany,de,GER,UEFA,FC Viktoria 1889 Berlin,M,"",2014-2015,2019-2020,0,0,"",05deef93
Germany,de,GER,UEFA,FC Viktoria 1889 Berlin,F,"",2019-2020,2019-2020,0,0,"",9b243fd2
Germany,de,GER,UEFA,FC Viktoria 1889 Berlin U19,M,"",2015-2016,2015-2016,1,,"",15c4c0d2
Germany,de,GER,UEFA,FC Viktoria Köln,M,3. Fußball-Liga,2014-2015,2019-2020,1,0,1904,827a03db
Germany,de,GER,UEFA,FC Viktoria Köln 1904 U17,M,"",2016-2017,2017-2018,2,,"",b864db53
Germany,de,GER,UEFA,FC Viktoria Köln 1904 U19,M,A-Junioren Bundesliga,2016-2017,2019-2020,2,,"",299dbac7
Germany,de,GER,UEFA,FF USV Jena,F,Frauen-Bundesliga,2016-2017,2019-2020,3,0,"",765472c9
Germany,de,GER,UEFA,FK Pirmasens,M,"",2015-2016,2015-2016,0,0,FK 03 Pirmasens,87ebdc12
Germany,de,GER,UEFA,Fortuna Düsseldorf,M,Fußball-Bundesliga,2009-2010,2019-2020,11,1,"",b1278397
Germany,de,GER,UEFA,FSV Babelsberg 74,F,"",2019-2020,2019-2020,0,0,"",4632a4d2
Germany,de,GER,UEFA,FSV Frankfurt,M,"",2008-2009,2016-2017,9,0,"",63330a03
Germany,de,GER,UEFA,FSV Frankfurt U19,M,"",2018-2019,2018-2019,1,,"",ded6a438
Germany,de,GER,UEFA,FSV Gütersloh 2009,F,"",2019-2020,2019-2020,0,0,"",aafa94d7
Germany,de,GER,UEFA,FSV Hessen Wetzlar,F,"",2019-2020,2019-2020,0,0,"",37c5bcba
